Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2023-01-03,14.2832612991333,14.96275213841312,14.06474698864116,14.818073166185235,401277000
2023-01-04,14.716300010681152,14.820069526606867,14.209426861493185,14.534704309371103,431324000
2023-01-05,14.233376502990723,14.5317134417493,14.11663529978249,14.458875319901486,389168000
2023-01-06,14.826056480407715,14.976721722809424,14.002885769126838,14.441909831289994,405044000
2023-01-09,15.593350410461426,16.020400961589182,15.107429705260227,15.250113252108315,504231000
2023-01-10,15.873727798461914,15.926609787228095,15.437696417809999,15.472618665402736,384101000
2023-01-11,15.965523719787598,15.992464284529852,15.528495081310508,15.804881372380587,353285000
2023-01-12,16.474393844604492,16.60011394726638,15.457652972865747,16.064305755567425,551409000
2023-01-13,16.861536026000977,16.884485751855593,16.129164009129322,16.24191245912775,447287000
2023-01-17,17.662755966186523,17.688699300985697,16.861536645437063,16.861536645437063,511102000
2023-01-18,17.33847427368164,17.83337297862017,17.243683680111356,17.627830325283927,439624000
2023-01-19,16.72783088684082,17.158874241400532,16.693907773124163,16.998229980422312,452932000
2023-01-20,17.79945182800293,17.816414337109105,16.787699916065623,16.973286475081306,564967000
2023-01-23,19.150449752807617,19.202334514054723,17.77849813911899,18.0239511412495,655163000
2023-01-24,19.2222900390625,19.451781589199925,18.778276881927304,18.78526133289635,496204000
2023-01-25,19.28015899658203,19.3270556760891,18.538806268911344,18.871068158440618,449537000
2023-01-26,19.758100509643555,20.12129386890338,19.235262010529773,19.65732458647775,489535000
2023-01-27,20.319847106933594,20.582264478452693,19.361976503519905,19.418849333138702,542142000
2023-01-30,19.11952018737793,20.095350783793005,19.107545755024255,19.90577336731511,488611000
2023-01-31,19.493684768676758,19.64335181995639,18.907986325068734,19.127497873404206,498017000
2023-02-01,20.896568298339844,21.14501488817615,19.567520729990026,19.647343286751223,660477000
2023-02-02,21.66086769104004,21.90033534849852,20.654105914331332,20.953440010374486,564276000
2023-02-03,21.05321502685547,21.696785315206945,20.74290378978,20.953436377766028,429366000
2023-02-06,21.042245864868164,21.522178471104034,20.739916222678673,20.759872338931974,452197000
2023-02-07,22.12384033203125,22.20965010200628,21.103107721044175,21.334593701458743,664150000
2023-02-08,22.15576934814453,22.82727757872674,21.95920561326959,22.337365045310303,559651000
2023-02-09,22.287473678588867,22.968959875402295,22.07095576094419,22.555878249188314,523876000
